,Accepted_Annotations,Annotation_Count,Annotation_Is_Verified,Artist,Classification,Comment_Count,Featured_Video,Followers,Genius_IQ,Hot,Is_Description,Is_Verified,Length_Referent_Text,Meme_Verified,Number_Contributors,Number_Verified_Annotations,Page_Views,Pinned,Pyong_Count,Referent_ID,Release_Date,Song_Title,Total_Votes
307,37,42,False,Eminem,accepted,3,True,17568,144243,False,False,True,45,True,399,4,3060005,False,1027,1547938,5683,Lose Yourself by Eminem,337
308,37,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,19,True,399,4,3060005,False,1027,1036548,5683,Lose Yourself by Eminem,89
309,37,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,9,True,399,4,3060005,False,1027,821632,5683,Lose Yourself by Eminem,44
310,37,42,False,Eminem,accepted,4,True,17568,144243,False,False,True,43,True,399,4,3060005,False,1027,821608,5683,Lose Yourself by Eminem,30
311,52,57,True,Eminem,verified,42,True,17568,144243,False,False,True,68,True,434,4,2640134,True,407,9176922,1727,Berzerk by Eminem,622
312,52,57,True,Eminem,verified,26,True,17568,144243,False,False,True,32,True,434,4,2640134,True,407,9176918,1727,Berzerk by Eminem,369
313,52,57,True,Eminem,verified,38,True,17568,144243,False,False,True,39,True,434,4,2640134,True,407,9176909,1727,Berzerk by Eminem,482
314,52,57,True,Eminem,verified,37,True,17568,144243,False,False,True,49,True,434,4,2640134,True,407,9176904,1727,Berzerk by Eminem,590
315,52,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,44,True,434,4,2640134,False,407,2194433,1727,Berzerk by Eminem,17
316,52,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,9,True,434,4,2640134,False,407,2190061,1727,Berzerk by Eminem,43
317,52,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,36,True,434,4,2640134,False,407,2175192,1727,Berzerk by Eminem,45
318,52,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,40,True,434,4,2640134,False,407,2175188,1727,Berzerk by Eminem,37
319,52,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,32,True,434,4,2640134,False,407,2175185,1727,Berzerk by Eminem,25
320,52,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,75,True,434,4,2640134,False,407,2175183,1727,Berzerk by Eminem,22
321,12,13,False,Eminem,accepted,2,False,17568,144243,False,False,True,169,True,229,0,2590584,False,402,13395998,156,River by Eminem (Ft. Ed Sheeran),39
322,12,13,False,Eminem,accepted,0,False,17568,144243,False,False,True,46,True,229,0,2590584,False,402,13274879,156,River by Eminem (Ft. Ed Sheeran),94
323,12,13,False,Eminem,accepted,0,False,17568,144243,False,False,True,191,True,229,0,2590584,False,402,13274620,156,River by Eminem (Ft. Ed Sheeran),100
324,12,13,False,Eminem,accepted,0,False,17568,144243,False,False,True,150,True,229,0,2590584,False,402,13271071,156,River by Eminem (Ft. Ed Sheeran),54
325,12,13,False,Eminem,accepted,0,False,17568,144243,False,False,True,127,True,229,0,2590584,False,402,13263114,156,River by Eminem (Ft. Ed Sheeran),37
326,12,13,False,Eminem,accepted,2,False,17568,144243,False,False,True,189,True,229,0,2590584,False,402,13262897,156,River by Eminem (Ft. Ed Sheeran),47
327,12,13,False,Eminem,accepted,1,False,17568,144243,False,False,True,93,True,229,0,2590584,False,402,13262042,156,River by Eminem (Ft. Ed Sheeran),45
328,12,13,False,Eminem,accepted,0,False,17568,144243,False,False,True,53,True,229,0,2590584,False,402,13261372,156,River by Eminem (Ft. Ed Sheeran),56
329,12,13,False,Eminem,accepted,0,False,17568,144243,False,False,True,276,True,229,0,2590584,False,402,13259338,156,River by Eminem (Ft. Ed Sheeran),248
330,12,13,False,Eminem,accepted,0,False,17568,144243,False,False,True,165,True,229,0,2590584,False,402,13258300,156,River by Eminem (Ft. Ed Sheeran),104
331,25,26,False,Eminem,accepted,3,True,17568,144243,False,False,True,201,True,377,0,1878910,False,389,13032875,191,Walk on Water by Eminem (Ft. Beyonce),68
332,25,26,False,Eminem,accepted,3,True,17568,144243,False,False,True,241,True,377,0,1878910,False,389,13031783,191,Walk on Water by Eminem (Ft. Beyonce),97
333,25,26,False,Eminem,accepted,1,True,17568,144243,False,False,True,66,True,377,0,1878910,False,389,13031528,191,Walk on Water by Eminem (Ft. Beyonce),78
334,25,26,False,Eminem,accepted,0,True,17568,144243,False,False,True,117,True,377,0,1878910,False,389,13031331,191,Walk on Water by Eminem (Ft. Beyonce),107
335,25,26,False,Eminem,accepted,0,True,17568,144243,False,False,True,91,True,377,0,1878910,False,389,13030080,191,Walk on Water by Eminem (Ft. Beyonce),266
336,25,26,False,Eminem,accepted,0,True,17568,144243,False,False,True,59,True,377,0,1878910,False,389,13029859,191,Walk on Water by Eminem (Ft. Beyonce),88
337,25,26,False,Eminem,accepted,0,True,17568,144243,False,False,True,158,True,377,0,1878910,False,389,13029852,191,Walk on Water by Eminem (Ft. Beyonce),82
338,25,26,False,Eminem,accepted,2,True,17568,144243,False,False,True,110,True,377,0,1878910,False,389,13029733,191,Walk on Water by Eminem (Ft. Beyonce),113
339,25,26,False,Eminem,accepted,0,True,17568,144243,False,False,True,56,True,377,0,1878910,False,389,13029694,191,Walk on Water by Eminem (Ft. Beyonce),73
340,25,26,False,Eminem,accepted,0,True,17568,144243,False,False,True,50,True,377,0,1878910,False,389,13029682,191,Walk on Water by Eminem (Ft. Beyonce),218
341,106,107,False,Eminem,accepted,0,False,17568,144243,False,False,True,32,True,536,0,1719362,False,521,3112409,1657,Bad Guy by Eminem,57
342,106,107,False,Eminem,accepted,1,False,17568,144243,False,False,True,35,True,536,0,1719362,False,521,3112396,1657,Bad Guy by Eminem,43
343,106,107,False,Eminem,accepted,2,False,17568,144243,False,False,True,26,True,536,0,1719362,False,521,2715058,1657,Bad Guy by Eminem,10
344,106,107,False,Eminem,accepted,0,False,17568,144243,False,False,True,42,True,536,0,1719362,False,521,2395147,1657,Bad Guy by Eminem,21
345,106,107,False,Eminem,accepted,1,False,17568,144243,False,False,True,44,True,536,0,1719362,False,521,2394434,1657,Bad Guy by Eminem,24
346,106,107,False,Eminem,accepted,0,False,17568,144243,False,False,True,26,True,536,0,1719362,False,521,2376152,1657,Bad Guy by Eminem,67
347,106,107,False,Eminem,accepted,0,False,17568,144243,False,False,True,49,True,536,0,1719362,False,521,2375815,1657,Bad Guy by Eminem,31
348,106,107,False,Eminem,accepted,1,False,17568,144243,False,False,True,64,True,536,0,1719362,False,521,2375466,1657,Bad Guy by Eminem,71
349,106,107,False,Eminem,accepted,4,False,17568,144243,False,False,True,30,True,536,0,1719362,False,521,2375456,1657,Bad Guy by Eminem,51
350,106,107,False,Eminem,accepted,0,False,17568,144243,False,False,True,60,True,536,0,1719362,False,521,2375440,1657,Bad Guy by Eminem,23
351,59,65,False,Eminem,accepted,0,True,17568,144243,False,False,True,41,True,375,3,1680661,False,430,14252662,6389,Stan by Eminem (Ft. Dido),6
352,59,65,False,Eminem,accepted,0,True,17568,144243,False,False,True,119,True,375,3,1680661,False,430,13238899,6389,Stan by Eminem (Ft. Dido),8
353,59,65,False,Eminem,accepted,0,True,17568,144243,False,False,True,105,True,375,3,1680661,False,430,13049828,6389,Stan by Eminem (Ft. Dido),7
354,59,65,False,Eminem,accepted,5,True,17568,144243,False,False,True,58,True,375,3,1680661,False,430,13039062,6389,Stan by Eminem (Ft. Dido),11
355,59,65,True,Eminem,verified,68,True,17568,144243,False,False,True,27,True,375,3,1680661,True,430,9224629,6389,Stan by Eminem (Ft. Dido),1305
356,59,65,True,Eminem,verified,42,True,17568,144243,False,False,True,118,True,375,3,1680661,True,430,5140305,6389,Stan by Eminem (Ft. Dido),1793
357,59,65,True,Eminem,verified,32,True,17568,144243,False,False,True,30,True,375,3,1680661,True,430,5140300,6389,Stan by Eminem (Ft. Dido),891
358,59,65,False,Eminem,accepted,0,True,17568,144243,False,False,True,12,True,375,3,1680661,False,430,5138063,6389,Stan by Eminem (Ft. Dido),52
359,59,65,True,Eminem,verified,32,True,17568,144243,False,False,True,30,True,375,3,1680661,True,430,5123161,6389,Stan by Eminem (Ft. Dido),891
360,59,65,False,Eminem,verified,0,True,17568,144243,False,False,True,30,True,375,3,1680661,False,430,5123161,6389,Stan by Eminem (Ft. Dido),56
361,59,65,False,Eminem,accepted,0,True,17568,144243,False,False,True,17,True,375,3,1680661,False,430,2936736,6389,Stan by Eminem (Ft. Dido),76
362,55,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,17,True,281,0,1478231,False,259,12644996,5843,Without Me by Eminem,11
363,55,56,False,Eminem,accepted,3,True,17568,144243,False,False,True,8,True,281,0,1478231,False,259,7935727,5843,Without Me by Eminem,9
364,55,56,False,Eminem,accepted,9,True,17568,144243,False,False,True,99,True,281,0,1478231,False,259,6922028,5843,Without Me by Eminem,71
365,55,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,29,True,281,0,1478231,False,259,2540632,5843,Without Me by Eminem,38
366,55,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,35,True,281,0,1478231,False,259,2320924,5843,Without Me by Eminem,74
367,55,56,False,Eminem,accepted,2,True,17568,144243,False,False,True,5,True,281,0,1478231,False,259,2184712,5843,Without Me by Eminem,90
368,55,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,14,True,281,0,1478231,False,259,2117994,5843,Without Me by Eminem,172
369,55,56,False,Eminem,accepted,4,True,17568,144243,False,False,True,70,True,281,0,1478231,False,259,2117554,5843,Without Me by Eminem,95
370,55,56,False,Eminem,accepted,5,True,17568,144243,False,False,True,13,True,281,0,1478231,False,259,1707408,5843,Without Me by Eminem,47
371,55,56,False,Eminem,accepted,1,True,17568,144243,False,False,True,24,True,281,0,1478231,False,259,1707393,5843,Without Me by Eminem,14
372,55,57,True,Eminem,verified,40,True,17568,144243,False,False,True,156,True,290,1,1404525,True,294,9176951,1685,Survival by Eminem (Ft. Liz Rodrigues),744
373,55,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,49,True,290,1,1404525,False,294,2296820,1685,Survival by Eminem (Ft. Liz Rodrigues),32
374,55,57,False,Eminem,accepted,2,True,17568,144243,False,False,True,54,True,290,1,1404525,False,294,2103633,1685,Survival by Eminem (Ft. Liz Rodrigues),18
375,55,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,36,True,290,1,1404525,False,294,2102926,1685,Survival by Eminem (Ft. Liz Rodrigues),30
376,55,57,True,Eminem,verified,40,True,17568,144243,False,False,True,156,True,290,1,1404525,True,294,2101497,1685,Survival by Eminem (Ft. Liz Rodrigues),744
377,55,57,False,Eminem,verified,7,True,17568,144243,False,False,True,156,True,290,1,1404525,False,294,2101497,1685,Survival by Eminem (Ft. Liz Rodrigues),133
378,55,57,False,Eminem,accepted,1,True,17568,144243,False,False,True,121,True,290,1,1404525,False,294,2101232,1685,Survival by Eminem (Ft. Liz Rodrigues),23
379,55,57,False,Eminem,accepted,1,True,17568,144243,False,False,True,61,True,290,1,1404525,False,294,2101201,1685,Survival by Eminem (Ft. Liz Rodrigues),11
380,55,57,False,Eminem,accepted,0,True,17568,144243,False,False,True,48,True,290,1,1404525,False,294,2101106,1685,Survival by Eminem (Ft. Liz Rodrigues),13
381,55,57,False,Eminem,accepted,1,True,17568,144243,False,False,True,22,True,290,1,1404525,False,294,2101062,1685,Survival by Eminem (Ft. Liz Rodrigues),32
382,55,57,False,Eminem,accepted,3,True,17568,144243,False,False,True,55,True,290,1,1404525,False,294,2101012,1685,Survival by Eminem (Ft. Liz Rodrigues),42
383,48,51,True,Eminem,verified,27,True,17568,144243,False,False,True,91,True,292,2,1384638,True,302,9224689,6578,The Real Slim Shady by Eminem,858
384,48,51,True,Eminem,verified,42,True,17568,144243,False,False,True,174,True,292,2,1384638,True,302,9224682,6578,The Real Slim Shady by Eminem,825
385,48,51,False,Eminem,accepted,1,True,17568,144243,False,False,True,31,True,292,2,1384638,False,302,3895188,6578,The Real Slim Shady by Eminem,57
386,48,51,False,Eminem,accepted,2,True,17568,144243,False,False,True,38,True,292,2,1384638,False,302,3894359,6578,The Real Slim Shady by Eminem,30
387,48,51,False,Eminem,accepted,0,True,17568,144243,False,False,True,29,True,292,2,1384638,False,302,2982522,6578,The Real Slim Shady by Eminem,31
388,48,51,False,Eminem,accepted,0,True,17568,144243,False,False,True,28,True,292,2,1384638,False,302,2829642,6578,The Real Slim Shady by Eminem,70
389,48,51,False,Eminem,accepted,2,True,17568,144243,False,False,True,22,True,292,2,1384638,False,302,2664245,6578,The Real Slim Shady by Eminem,41
390,48,51,False,Eminem,accepted,0,True,17568,144243,False,False,True,48,True,292,2,1384638,False,302,2582238,6578,The Real Slim Shady by Eminem,78
391,48,51,False,Eminem,accepted,1,True,17568,144243,False,False,True,31,True,292,2,1384638,False,302,2398271,6578,The Real Slim Shady by Eminem,69
392,48,51,False,Eminem,accepted,3,True,17568,144243,False,False,True,83,True,292,2,1384638,False,302,1806997,6578,The Real Slim Shady by Eminem,87
393,40,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,41,True,243,0,1365257,False,610,9485016,1565,Headlights by Eminem (Ft. Nate Ruess),10
394,40,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,20,True,243,0,1365257,False,610,3187007,1565,Headlights by Eminem (Ft. Nate Ruess),16
395,40,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,49,True,243,0,1365257,False,610,2445839,1565,Headlights by Eminem (Ft. Nate Ruess),16
396,40,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,19,True,243,0,1365257,False,610,2405104,1565,Headlights by Eminem (Ft. Nate Ruess),45
397,40,42,False,Eminem,accepted,1,True,17568,144243,False,False,True,124,True,243,0,1365257,False,610,2395480,1565,Headlights by Eminem (Ft. Nate Ruess),44
398,40,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,287,True,243,0,1365257,False,610,2376131,1565,Headlights by Eminem (Ft. Nate Ruess),76
399,40,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,63,True,243,0,1365257,False,610,2376059,1565,Headlights by Eminem (Ft. Nate Ruess),48
400,40,42,False,Eminem,accepted,1,True,17568,144243,False,False,True,250,True,243,0,1365257,False,610,2375977,1565,Headlights by Eminem (Ft. Nate Ruess),61
401,40,42,False,Eminem,accepted,0,True,17568,144243,False,False,True,32,True,243,0,1365257,False,610,2375519,1565,Headlights by Eminem (Ft. Nate Ruess),50
402,40,42,False,Eminem,accepted,1,True,17568,144243,False,False,True,44,True,243,0,1365257,False,610,2374768,1565,Headlights by Eminem (Ft. Nate Ruess),36
403,54,56,False,Eminem,unreviewed,1,True,17568,144243,False,False,True,32,True,295,0,1338433,False,198,13608351,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",1
404,54,56,False,Eminem,accepted,1,True,17568,144243,False,False,True,43,True,295,0,1338433,False,198,13479851,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",5
405,54,56,False,Eminem,accepted,1,True,17568,144243,False,False,True,53,True,295,0,1338433,False,198,12983340,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",3
406,54,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,21,True,295,0,1338433,False,198,2003507,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",76
407,54,56,False,Eminem,accepted,1,True,17568,144243,False,False,True,34,True,295,0,1338433,False,198,844207,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",24
408,54,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,15,True,295,0,1338433,False,198,552710,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",63
409,54,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,18,True,295,0,1338433,False,198,329350,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",17
410,54,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,79,True,295,0,1338433,False,198,221510,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",40
411,54,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,17,True,295,0,1338433,False,198,162542,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",279
412,54,56,False,Eminem,accepted,0,True,17568,144243,False,False,True,15,True,295,0,1338433,False,198,63523,3188,"Forever by Drake (Ft. Eminem, Kanye West & Lil Wayne)",39
413,53,54,False,Eminem,accepted,2,False,17568,144243,False,False,True,116,True,251,0,1310185,False,380,682180,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),0
414,53,54,False,Eminem,accepted,0,False,17568,144243,False,False,True,17,True,251,0,1310185,False,380,10453112,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),10
415,53,54,False,Eminem,accepted,0,False,17568,144243,False,False,True,41,True,251,0,1310185,False,380,6738538,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),40
416,53,54,False,Eminem,accepted,0,False,17568,144243,False,False,True,17,True,251,0,1310185,False,380,6334719,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),27
417,53,54,False,Eminem,accepted,1,False,17568,144243,False,False,True,24,True,251,0,1310185,False,380,4041962,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),10
418,53,54,False,Eminem,accepted,0,False,17568,144243,False,False,True,63,True,251,0,1310185,False,380,3059550,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),43
419,53,54,False,Eminem,accepted,0,False,17568,144243,False,False,True,22,True,251,0,1310185,False,380,2750480,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),20
420,53,54,False,Eminem,accepted,1,False,17568,144243,False,False,True,17,True,251,0,1310185,False,380,1841265,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),66
421,53,54,False,Eminem,accepted,1,False,17568,144243,False,False,True,201,True,251,0,1310185,False,380,1324159,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),83
422,53,54,False,Eminem,accepted,3,False,17568,144243,False,False,True,331,True,251,0,1310185,False,380,1314634,5843,'Till I Collapse by Eminem (Ft. Nate Dogg),120
423,40,50,False,Eminem,unreviewed,0,True,17568,144243,False,False,True,46,True,411,7,1221363,False,153,13642581,471,No Favors by Big Sean (Ft. Eminem),0
424,40,50,False,Eminem,unreviewed,1,True,17568,144243,False,False,True,64,True,411,7,1221363,False,153,13215759,471,No Favors by Big Sean (Ft. Eminem),3
425,40,50,True,Eminem,verified,5,True,17568,144243,False,False,True,40,True,411,7,1221363,True,153,11439875,471,No Favors by Big Sean (Ft. Eminem),76
426,40,50,False,Eminem,verified,0,True,17568,144243,False,False,True,40,True,411,7,1221363,False,153,11439875,471,No Favors by Big Sean (Ft. Eminem),3
427,40,50,False,Eminem,accepted,0,True,17568,144243,False,False,True,49,True,411,7,1221363,False,153,11827955,471,No Favors by Big Sean (Ft. Eminem),6
428,40,50,False,Eminem,accepted,0,True,17568,144243,False,False,True,51,True,411,7,1221363,False,153,11527301,471,No Favors by Big Sean (Ft. Eminem),2
429,40,50,False,Eminem,accepted,0,True,17568,144243,False,False,True,169,True,411,7,1221363,False,153,11458608,471,No Favors by Big Sean (Ft. Eminem),12
430,40,50,True,Eminem,verified,5,True,17568,144243,False,False,True,40,True,411,7,1221363,True,153,11439876,471,No Favors by Big Sean (Ft. Eminem),76
431,40,50,True,Eminem,verified,2,True,17568,144243,False,False,True,52,True,411,7,1221363,True,153,11385271,471,No Favors by Big Sean (Ft. Eminem),45
432,40,50,True,Eminem,verified,1,True,17568,144243,False,False,True,56,True,411,7,1221363,True,153,11385262,471,No Favors by Big Sean (Ft. Eminem),49
433,40,50,True,Eminem,verified,0,True,17568,144243,False,False,True,103,True,411,7,1221363,True,153,11385258,471,No Favors by Big Sean (Ft. Eminem),64
434,17,20,False,Eminem,unreviewed,0,True,17568,144243,False,False,True,66,True,152,1,1204637,False,210,14188220,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,1
435,17,20,True,Eminem,verified,26,True,17568,144243,False,False,True,13,True,152,1,1204637,True,210,5140175,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,838
436,17,20,False,Eminem,accepted,1,True,17568,144243,False,False,True,33,True,152,1,1204637,False,210,1549797,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,51
437,17,20,False,Eminem,accepted,0,True,17568,144243,False,False,True,127,True,152,1,1204637,False,210,817895,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,67
438,17,20,False,Eminem,accepted,0,True,17568,144243,False,False,True,90,True,152,1,1204637,False,210,625041,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,49
439,17,20,False,Eminem,accepted,0,True,17568,144243,False,False,True,32,True,152,1,1204637,False,210,618115,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,53
440,17,20,False,Eminem,accepted,0,True,17568,144243,False,False,True,52,True,152,1,1204637,False,210,462671,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,46
441,17,20,False,Eminem,accepted,0,True,17568,144243,False,False,True,82,True,152,1,1204637,False,210,448610,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,41
442,17,20,False,Eminem,accepted,0,True,17568,144243,False,False,True,83,True,152,1,1204637,False,210,401873,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,33
443,17,20,False,Eminem,accepted,0,True,17568,144243,False,False,True,184,True,152,1,1204637,False,210,365606,5733,8 Mile: B-Rabbit vs Papa Doc by Eminem,87
444,73,77,False,Eminem,accepted,0,False,17568,144243,False,False,True,24,True,279,1,1156612,False,233,6347185,1657,Love Game by Eminem (Ft. Kendrick Lamar),14
445,73,77,False,Eminem,accepted,0,False,17568,144243,False,False,True,31,True,279,1,1156612,False,233,2459212,1657,Love Game by Eminem (Ft. Kendrick Lamar),71
446,73,77,False,Eminem,accepted,1,False,17568,144243,False,False,True,25,True,279,1,1156612,False,233,2408511,1657,Love Game by Eminem (Ft. Kendrick Lamar),88
447,73,77,False,Eminem,accepted,0,False,17568,144243,False,False,True,52,True,279,1,1156612,False,233,2407617,1657,Love Game by Eminem (Ft. Kendrick Lamar),8
448,73,77,False,Eminem,accepted,0,False,17568,144243,False,False,True,58,True,279,1,1156612,False,233,2405115,1657,Love Game by Eminem (Ft. Kendrick Lamar),8
449,73,77,True,Eminem,accepted,12,False,17568,144243,False,False,True,160,True,279,1,1156612,False,233,2394527,1657,Love Game by Eminem (Ft. Kendrick Lamar),52
450,73,77,False,Eminem,accepted,0,False,17568,144243,False,False,True,87,True,279,1,1156612,False,233,2374964,1657,Love Game by Eminem (Ft. Kendrick Lamar),16
451,73,77,False,Eminem,accepted,0,False,17568,144243,False,False,True,59,True,279,1,1156612,False,233,2374930,1657,Love Game by Eminem (Ft. Kendrick Lamar),18
452,73,77,False,Eminem,accepted,2,False,17568,144243,False,False,True,53,True,279,1,1156612,False,233,2374689,1657,Love Game by Eminem (Ft. Kendrick Lamar),18
453,73,77,False,Eminem,accepted,0,False,17568,144243,False,False,True,166,True,279,1,1156612,False,233,2374273,1657,Love Game by Eminem (Ft. Kendrick Lamar),46
454,20,24,False,Eminem,accepted,0,True,17568,144243,False,False,True,54,True,191,3,1147870,False,203,13485679,2841,Love the Way You Lie by Eminem (Ft. Rihanna),5
455,20,24,True,Eminem,verified,0,True,17568,144243,False,False,True,17,True,191,3,1147870,True,203,10185528,2841,Love the Way You Lie by Eminem (Ft. Rihanna),128
456,20,24,True,Eminem,verified,2,True,17568,144243,False,False,True,175,True,191,3,1147870,True,203,10185523,2841,Love the Way You Lie by Eminem (Ft. Rihanna),210
457,20,24,True,Eminem,verified,60,True,17568,144243,False,False,True,17,True,191,3,1147870,True,203,9176879,2841,Love the Way You Lie by Eminem (Ft. Rihanna),954
458,20,24,False,Eminem,accepted,1,True,17568,144243,False,False,True,46,True,191,3,1147870,False,203,8038970,2841,Love the Way You Lie by Eminem (Ft. Rihanna),14
459,20,24,False,Eminem,accepted,0,True,17568,144243,False,False,True,17,True,191,3,1147870,False,203,4023169,2841,Love the Way You Lie by Eminem (Ft. Rihanna),19
460,20,24,False,Eminem,accepted,4,True,17568,144243,False,False,True,30,True,191,3,1147870,False,203,3416697,2841,Love the Way You Lie by Eminem (Ft. Rihanna),35
461,20,24,False,Eminem,accepted,0,True,17568,144243,False,False,True,49,True,191,3,1147870,False,203,3374193,2841,Love the Way You Lie by Eminem (Ft. Rihanna),17
462,20,24,False,Eminem,accepted,1,True,17568,144243,False,False,True,50,True,191,3,1147870,False,203,363628,2841,Love the Way You Lie by Eminem (Ft. Rihanna),43
463,20,24,False,Eminem,accepted,2,True,17568,144243,False,False,True,113,True,191,3,1147870,False,203,227540,2841,Love the Way You Lie by Eminem (Ft. Rihanna),33
464,53,55,False,Eminem,unreviewed,4,True,17568,144243,False,False,True,36,True,322,0,1121576,False,254,7766917,2784,No Love by Eminem (Ft. Lil Wayne),17
465,53,55,False,Eminem,accepted,0,True,17568,144243,False,False,True,9,True,322,0,1121576,False,254,2811667,2784,No Love by Eminem (Ft. Lil Wayne),50
466,53,55,False,Eminem,accepted,3,True,17568,144243,False,False,True,15,True,322,0,1121576,False,254,951812,2784,No Love by Eminem (Ft. Lil Wayne),218
467,53,55,False,Eminem,accepted,3,True,17568,144243,False,False,True,61,True,322,0,1121576,False,254,466825,2784,No Love by Eminem (Ft. Lil Wayne),34
468,53,55,False,Eminem,accepted,0,True,17568,144243,False,False,True,125,True,322,0,1121576,False,254,459300,2784,No Love by Eminem (Ft. Lil Wayne),81
469,53,55,False,Eminem,accepted,2,True,17568,144243,False,False,True,29,True,322,0,1121576,False,254,376125,2784,No Love by Eminem (Ft. Lil Wayne),36
470,53,55,False,Eminem,accepted,0,True,17568,144243,False,False,True,38,True,322,0,1121576,False,254,371638,2784,No Love by Eminem (Ft. Lil Wayne),55
471,53,55,False,Eminem,accepted,3,True,17568,144243,False,False,True,43,True,322,0,1121576,False,254,310170,2784,No Love by Eminem (Ft. Lil Wayne),84
472,53,55,False,Eminem,accepted,1,True,17568,144243,False,False,True,48,True,322,0,1121576,False,254,310164,2784,No Love by Eminem (Ft. Lil Wayne),365
473,53,55,False,Eminem,accepted,0,True,17568,144243,False,False,True,39,True,322,0,1121576,False,254,225253,2784,No Love by Eminem (Ft. Lil Wayne),17
474,38,40,False,Eminem,unreviewed,1,True,17568,144243,False,False,True,171,True,147,0,1054515,False,245,13628738,4773,Mockingbird by Eminem,5
475,38,40,False,Eminem,accepted,0,True,17568,144243,False,False,True,62,True,147,0,1054515,False,245,7704533,4773,Mockingbird by Eminem,11
476,38,40,False,Eminem,accepted,0,True,17568,144243,False,False,True,17,True,147,0,1054515,False,245,2875367,4773,Mockingbird by Eminem,27
477,38,40,False,Eminem,accepted,0,True,17568,144243,False,False,True,183,True,147,0,1054515,False,245,2849691,4773,Mockingbird by Eminem,53
478,38,40,False,Eminem,accepted,0,True,17568,144243,False,False,True,67,True,147,0,1054515,False,245,1945617,4773,Mockingbird by Eminem,62
479,38,40,False,Eminem,accepted,3,True,17568,144243,False,False,True,120,True,147,0,1054515,False,245,1339064,4773,Mockingbird by Eminem,52
480,38,40,False,Eminem,accepted,0,True,17568,144243,False,False,True,164,True,147,0,1054515,False,245,1339060,4773,Mockingbird by Eminem,20
481,38,40,False,Eminem,accepted,0,True,17568,144243,False,False,True,111,True,147,0,1054515,False,245,1339057,4773,Mockingbird by Eminem,17
482,38,40,False,Eminem,accepted,1,True,17568,144243,False,False,True,127,True,147,0,1054515,False,245,780856,4773,Mockingbird by Eminem,36
483,38,40,False,Eminem,accepted,0,True,17568,144243,False,False,True,76,True,147,0,1054515,False,245,663723,4773,Mockingbird by Eminem,65
484,24,25,False,Eminem,accepted,2,True,17568,144243,False,False,True,32,True,278,0,1050140,False,672,5233596,1125,Best Friend by Yelawolf (Ft. Eminem),63
